,0,1,2,3,4,5,6,7,8
3167,0,3,1,3,1,1,1,2,2
3168,0,1,3,0,2,0,0,1,0
3169,0,0,1,1,0,0,1,0,1
3170,1,2,0,0,2,0,0,2,2
3171,2,1,2,2,1,0,1,1,1
3172,1,3,1,2,0,1,1,0,1
3173,2,1,0,0,1,1,0,1,0
3174,0,4,0,2,0,1,2,0,0
3175,1,3,0,2,2,1,0,0,1
3176,2,1,0,3,2,0,2,0,1
3177,0,1,3,0,0,0,1,1,1
3178,1,4,1,0,1,1,2,1,1
3179,1,0,0,2,2,0,0,1,0
3180,0,0,3,3,0,1,0,2,2
3181,2,1,0,0,0,0,1,1,0
3182,1,4,0,0,2,0,1,0,0
3183,1,0,2,1,0,0,2,1,1
3184,0,2,3,1,2,1,0,0,0
3185,1,4,3,2,0,1,2,2,2
3186,2,4,3,0,1,0,1,1,3
3187,0,3,3,0,0,1,2,1,0
3188,0,2,2,0,2,1,2,0,0
3189,0,0,2,1,1,0,2,0,1
3190,2,4,1,0,1,1,2,1,0
3191,2,2,0,0,1,0,0,1,0
3192,0,3,2,0,1,1,1,2,2
3193,0,0,3,1,1,1,1,0,0
3194,1,1,1,2,1,0,2,1,1
3195,2,1,3,2,1,0,2,1,1
3196,2,1,3,3,0,0,2,0,1
3197,0,2,3,3,0,0,1,2,2
3198,0,1,0,3,1,0,0,0,1
3199,1,3,1,1,2,1,2,2,2
3200,2,4,3,3,1,1,2,2,2
3201,2,4,1,0,0,1,2,2,2
3202,0,1,1,0,0,0,1,0,1
3203,1,3,3,1,2,0,2,1,0
3204,2,3,3,3,0,1,1,0,0
3205,2,4,0,3,2,0,2,1,0
3206,2,3,3,1,2,0,0,0,0
3207,1,4,3,3,1,1,1,1,0
3208,0,1,2,1,0,1,0,2,2
3209,0,1,3,3,1,1,0,2,2
3210,0,3,3,1,2,1,0,1,3
3211,2,2,3,0,0,0,0,2,2
3212,1,4,2,2,2,1,1,2,2
3213,1,4,3,3,2,0,0,2,2
3214,1,4,1,0,1,0,2,1,1
3215,1,3,3,2,1,1,0,1,0
3216,2,4,3,0,2,0,1,1,3
3217,0,2,1,0,0,0,1,0,0
3218,2,4,1,3,0,1,0,2,2
3219,1,1,0,3,2,0,0,2,2
3220,0,2,3,0,2,1,2,0,0
3221,1,4,1,1,1,1,0,1,0
3222,0,4,3,3,1,1,0,0,0
3223,2,3,0,1,1,0,2,2,2
3224,1,2,3,3,1,1,1,0,1
3225,1,4,2,1,0,1,1,2,2
3226,1,0,0,3,2,1,1,1,1
3227,2,3,1,1,0,0,1,0,0
3228,2,2,1,3,1,1,0,0,1
3229,0,3,2,0,2,1,1,1,3
3230,1,3,3,1,1,1,0,2,2
3231,2,0,0,3,1,0,1,1,1
3232,0,2,0,1,1,1,2,1,0
3233,2,0,1,3,2,1,0,0,1
3234,2,4,2,1,2,1,0,2,2
3235,2,4,3,1,2,1,0,2,2
3236,1,0,1,1,0,0,2,0,1
3237,2,2,1,1,0,1,0,2,2
3238,0,3,1,2,1,0,1,1,0
3239,0,1,0,3,1,1,1,2,2
3240,2,2,3,2,0,0,0,2,2
3241,0,0,2,0,0,0,2,2,2
3242,0,1,3,3,0,1,0,1,1
3243,1,3,1,3,1,0,1,2,2
3244,2,1,3,0,1,1,1,1,0
3245,0,0,3,3,1,0,2,2,2
3246,0,2,0,1,2,0,2,2,2
3247,2,3,1,2,0,1,2,0,0
3248,1,4,3,0,2,0,0,2,2
3249,1,3,2,0,1,0,1,2,2
3250,1,4,3,0,0,1,1,2,2
3251,0,3,1,0,2,1,0,1,0
3252,1,3,0,3,0,1,2,1,1
3253,1,3,0,1,0,1,0,1,0
3254,0,1,3,2,0,1,2,2,2
3255,2,1,1,3,2,1,2,2,2
3256,1,3,3,3,2,0,2,0,0
3257,0,0,3,0,2,0,2,0,0
3258,1,2,2,3,0,1,1,2,2
3259,0,4,0,3,1,1,1,1,0
3260,2,1,1,2,2,1,2,1,1
3261,2,0,0,2,0,0,0,1,1
3262,2,1,2,2,2,1,0,0,1
3263,0,3,2,1,0,0,1,1,0
3264,1,4,3,3,1,0,2,0,1
3265,0,2,2,2,2,1,1,1,0
3266,1,4,1,1,0,0,1,0,1
3267,1,1,0,1,1,0,1,1,0
3268,2,3,2,1,1,0,0,2,2
3269,2,4,1,1,0,1,1,1,0
3270,2,0,3,3,2,1,2,0,1
3271,0,3,0,2,0,1,2,1,0
3272,1,0,0,2,2,1,1,2,2
3273,0,3,2,2,1,1,2,0,0
3274,0,3,1,3,2,1,0,0,0
3275,1,4,3,2,1,1,1,2,2
3276,2,2,2,1,1,1,0,0,1
3277,0,3,2,2,0,1,0,0,0
3278,2,2,0,2,0,0,0,1,0
3279,0,0,1,0,1,1,2,2,2
3280,2,0,1,0,1,1,1,2,2
3281,1,3,1,3,0,1,0,1,0
3282,2,4,3,3,0,0,2,1,0
3283,0,2,2,1,0,1,0,0,0
3284,0,1,1,3,1,0,1,0,1
3285,1,0,0,0,0,0,2,0,1
3286,2,4,2,0,0,0,2,0,0
3287,2,3,2,0,2,0,0,2,2
3288,1,1,2,1,2,1,2,0,1
3289,1,1,3,2,1,0,2,0,1
3290,1,1,0,3,2,1,1,1,1
3291,1,1,1,1,0,1,0,1,1
3292,0,3,1,3,1,1,2,2,2
3293,2,2,2,2,0,0,0,2,2
3294,2,3,0,1,0,1,0,2,2
3295,1,1,0,3,0,0,2,1,1
3296,1,2,3,0,1,0,1,0,1
3297,1,3,2,1,0,1,2,1,1
3298,1,3,2,3,2,1,1,0,1
3299,0,4,1,3,1,0,1,1,0
3300,0,3,1,1,2,0,0,1,3
3301,2,2,0,2,2,0,0,0,0
3302,2,3,1,0,0,1,1,2,2
3303,2,0,2,3,1,0,0,1,1
3304,2,3,0,3,2,0,0,0,0
3305,0,3,3,3,2,1,0,2,2
3306,1,0,3,1,2,1,2,1,1
3307,2,0,1,0,2,1,2,0,1
3308,1,4,0,1,0,1,0,1,0
3309,0,1,1,0,1,1,1,1,1
3310,2,0,1,2,1,1,1,2,2
3311,0,4,1,3,0,0,0,0,0
3312,1,4,3,2,1,1,2,0,1
3313,2,2,2,1,2,1,0,2,2
3314,0,2,0,2,0,0,0,0,0
3315,0,4,0,3,0,0,2,0,0
3316,0,4,3,0,0,0,1,0,0
3317,0,1,2,0,0,1,1,0,1
3318,1,3,1,2,1,1,2,0,1
3319,2,0,0,3,1,1,1,1,1
3320,0,2,1,3,1,1,2,2,2
3321,1,0,0,3,2,1,0,2,2
3322,2,3,3,0,0,0,0,0,0
3323,1,4,3,2,0,1,0,1,0
3324,1,2,2,0,1,0,1,2,2
3325,1,2,1,1,2,1,2,0,1
3326,2,2,2,2,2,1,1,1,0
3327,2,2,1,3,1,1,1,0,1
3328,0,4,2,3,1,0,0,0,0
3329,2,1,0,1,1,0,0,0,1
3330,1,0,3,3,1,0,1,0,1
3331,0,1,1,2,0,0,0,0,1
3332,2,0,1,1,2,1,1,0,1
3333,1,1,3,3,2,1,1,1,1
3334,0,0,3,0,1,1,0,1,0
3335,1,3,2,0,2,0,2,2,2
3336,0,3,2,2,0,1,1,0,0
3337,2,3,0,3,2,1,2,2,2
3338,0,2,1,2,2,0,0,0,0
3339,2,3,2,1,1,1,2,1,0
3340,0,2,1,0,0,0,1,2,2
3341,2,0,0,3,0,0,0,0,1
3342,0,0,0,2,0,0,2,1,1
3343,2,2,1,2,0,1,2,1,1
3344,2,4,0,2,2,1,2,0,0
3345,0,0,1,3,0,0,0,1,0
3346,0,1,2,3,1,0,1,1,1
3347,1,1,3,0,0,0,0,0,1
3348,2,4,2,3,1,1,1,0,0
3349,1,2,0,0,2,0,1,0,0
3350,0,3,1,0,0,1,1,0,0
3351,2,3,1,2,0,1,1,2,2
3352,1,3,1,3,1,1,0,0,1
3353,1,2,1,0,0,0,1,0,1
3354,1,0,0,1,0,1,1,2,2
3355,2,1,2,3,1,0,1,2,2
3356,0,3,3,0,1,1,0,1,3
3357,2,2,1,2,0,0,0,0,1
3358,0,3,0,3,0,0,2,1,0
3359,2,3,1,0,2,1,1,2,2
3360,1,2,1,1,1,0,1,1,1
3361,2,3,0,1,1,0,1,2,2
3362,1,3,0,1,0,1,1,0,1
3363,0,2,0,3,0,0,0,0,0
3364,2,4,0,2,0,0,2,2,2
3365,0,3,2,3,0,0,2,0,0
3366,2,1,3,2,2,1,2,2,2
3367,1,0,1,0,0,0,1,0,1
3368,2,2,1,0,1,1,1,0,1
3369,0,2,3,3,0,1,1,2,2
3370,2,1,1,3,2,0,1,1,0
3371,2,4,0,0,2,0,1,0,0
3372,0,3,0,0,1,1,2,1,0
3373,1,0,0,1,1,1,2,0,1
3374,1,1,2,0,0,0,2,2,2
3375,1,2,3,2,0,0,1,1,1
3376,0,2,1,2,1,1,1,0,0
3377,2,3,3,2,1,1,0,1,0
3378,0,4,2,3,2,1,2,1,0
3379,2,1,2,0,0,1,1,1,1
3380,0,4,3,0,2,1,2,2,2
3381,1,3,2,3,1,1,2,1,1
3382,2,1,2,2,2,1,2,0,1
3383,2,2,2,2,0,0,1,0,1
3384,2,3,0,2,2,1,0,0,0
3385,0,2,1,0,1,1,0,0,0
3386,2,3,1,2,2,0,2,2,2
3387,0,2,2,2,2,0,1,0,0
3388,2,0,2,3,0,1,1,0,1
3389,0,1,1,2,0,0,1,0,1
3390,0,4,1,3,2,1,0,0,0
3391,0,3,0,2,1,1,0,2,2
3392,1,2,0,0,1,0,2,2,2
3393,2,2,0,2,2,1,0,2,2
3394,0,1,3,2,2,0,2,1,1
3395,2,4,0,1,1,1,0,2,2
3396,1,1,0,3,0,0,0,0,1
3397,0,3,2,3,0,0,0,0,0
3398,1,4,2,1,1,1,0,1,0
3399,1,3,1,1,1,0,2,0,1
3400,1,1,0,0,0,1,2,1,1
3401,0,0,3,3,0,0,1,2,2
3402,0,0,0,1,2,1,2,2,2
3403,0,1,2,2,2,0,2,2,2
3404,2,0,1,2,2,1,0,1,1
3405,2,1,3,3,1,1,1,0,1
3406,1,4,0,0,1,0,2,1,0
3407,2,3,2,3,1,1,0,1,0
3408,2,4,2,2,1,0,2,0,0
3409,1,2,2,2,0,1,2,1,1
3410,1,1,0,1,0,1,1,1,1
3411,0,1,1,2,1,0,1,2,2
3412,2,3,3,2,2,1,2,1,0
3413,0,2,1,2,0,0,1,0,0
3414,0,3,3,1,2,0,2,1,0
3415,1,0,1,0,1,1,2,1,1
3416,0,1,2,2,1,0,2,0,1
3417,2,4,1,1,1,1,0,0,0
3418,0,1,2,3,0,0,0,1,1
3419,0,3,1,0,0,0,1,0,0
3420,1,3,0,2,2,0,0,2,2
3421,1,1,2,1,2,1,1,2,2
3422,2,0,2,2,0,1,2,2,2
3423,2,0,2,3,2,0,1,2,2
3424,1,1,0,1,1,0,2,2,2
3425,0,0,1,1,2,0,2,0,0
3426,0,1,3,1,1,0,2,2,2
3427,1,3,0,2,1,0,2,0,1
3428,1,0,0,0,2,1,2,1,1
3429,2,2,1,2,0,0,1,2,2
3430,2,2,3,2,0,0,1,1,0
3431,0,0,3,2,2,1,2,0,1
3432,1,3,0,1,2,1,0,2,2
3433,1,0,3,3,0,0,1,1,1
3434,1,3,1,2,0,1,2,2,2
3435,1,1,2,2,1,1,2,0,1
3436,1,0,1,0,1,0,0,2,2
3437,1,0,0,3,0,1,0,2,2
3438,1,3,0,0,2,0,2,0,0
3439,0,3,1,2,1,0,0,1,0
3440,2,4,1,1,2,1,2,0,0
3441,1,3,3,2,0,0,0,0,1
3442,2,4,2,2,0,1,0,1,0
3443,1,3,3,1,0,1,2,0,1
3444,0,1,3,0,1,1,1,2,2
3445,0,4,3,1,1,0,1,0,0
3446,2,1,0,0,1,0,1,1,0
3447,1,4,3,2,2,1,2,1,1
3448,0,4,1,1,1,1,2,2,2
3449,0,3,1,2,2,1,0,2,2
3450,1,4,1,2,2,0,2,0,0
3451,0,0,3,3,0,0,0,2,2
3452,1,0,0,0,1,0,1,0,1
3453,1,3,0,2,1,1,2,1,1
3454,0,1,3,2,0,1,0,0,1
3455,2,4,1,2,0,1,2,1,0
3456,2,0,2,1,0,1,1,0,1
3457,0,3,3,0,1,0,1,2,2
3458,1,3,3,1,1,0,2,1,0
3459,0,1,0,3,0,0,0,2,2
3460,1,0,3,0,1,0,2,1,1
3461,0,3,0,0,0,0,1,2,2
3462,1,0,1,2,2,0,0,2,2
3463,1,2,1,3,0,1,0,2,2
3464,1,2,1,1,2,1,2,1,1
3465,1,4,0,1,0,1,2,1,1
3466,2,4,0,3,0,1,2,0,0
3467,0,2,1,2,2,0,1,0,0
3468,1,3,2,1,2,0,2,1,0
3469,2,1,1,2,2,0,0,0,1
3470,0,0,1,2,1,1,1,0,1
3471,1,3,1,3,2,1,0,1,0
3472,1,2,1,3,2,0,0,0,1
3473,1,3,2,0,2,0,0,1,0
3474,0,0,2,3,2,1,1,1,0
3475,2,4,1,3,2,0,2,1,0
3476,1,1,1,0,2,0,1,0,1
3477,2,2,1,3,2,1,1,2,2
3478,1,2,0,1,2,0,0,1,0
3479,0,1,2,2,2,1,0,2,2
3480,1,2,3,1,1,0,0,0,1
3481,0,0,0,1,1,0,2,0,0
3482,2,2,0,0,1,0,0,2,2
3483,2,4,0,3,1,1,0,0,0
3484,1,4,2,1,2,0,0,1,0
3485,2,2,1,0,0,0,2,0,1
3486,2,1,1,0,0,1,1,0,1
3487,0,2,3,1,2,0,0,1,3
3488,0,4,2,0,0,1,2,2,2
3489,2,2,0,3,0,0,0,0,1
3490,0,3,2,0,1,1,2,1,0
3491,1,2,3,3,2,1,2,1,1
3492,1,0,1,0,1,0,1,0,1
3493,1,3,1,2,1,0,2,0,1
3494,1,4,3,3,0,0,1,0,1
3495,2,3,3,3,1,0,2,0,0
3496,2,2,3,2,1,1,1,2,2
3497,1,4,0,2,2,0,2,0,0
3498,1,1,2,3,1,0,1,1,1
3499,1,0,3,1,0,1,0,2,2
3500,2,1,1,3,1,1,1,1,1
3501,0,1,1,0,0,0,1,2,2
3502,2,2,0,0,0,0,0,2,2
3503,2,0,0,1,2,1,0,1,0
3504,1,0,1,0,1,1,0,1,1
3505,1,1,0,1,1,0,1,0,1
3506,0,4,3,1,2,0,1,1,3
3507,2,4,2,3,0,0,2,2,2
3508,2,1,1,3,1,0,0,0,1
3509,1,4,1,3,2,0,2,1,0
3510,1,3,0,3,0,0,1,2,2
3511,2,1,2,1,0,1,0,0,1
3512,1,1,2,0,0,0,2,1,1
3513,2,1,2,0,2,0,1,1,0
3514,2,4,3,0,1,1,0,0,0
3515,0,1,1,3,2,0,0,2,2
3516,1,4,3,3,2,0,2,2,2
3517,0,3,0,2,0,0,2,2,2
3518,1,3,3,3,0,1,2,0,1
3519,1,0,2,3,0,1,0,0,1
3520,2,2,3,2,1,0,0,0,1
3521,1,4,0,1,1,0,0,0,0
3522,0,1,3,3,1,1,1,2,2
3523,0,1,3,3,1,0,1,2,2
3524,2,0,3,1,2,1,2,0,1
3525,0,0,0,2,0,0,1,0,1
3526,0,3,0,1,1,1,0,0,0
3527,1,3,3,3,1,1,1,1,0
3528,2,3,2,0,2,1,1,2,2
3529,1,3,1,2,2,1,1,0,1
3530,1,4,0,1,1,1,2,2,2
3531,0,2,1,0,2,0,1,2,2
3532,0,1,0,2,0,0,0,1,1
3533,1,2,3,1,0,1,0,1,1
3534,2,3,2,3,0,0,2,1,0
3535,2,3,1,1,1,1,1,1,0
3536,0,4,2,0,1,0,0,1,3
3537,2,0,0,1,2,1,0,2,2
3538,1,3,2,3,1,0,2,1,1
3539,0,2,2,3,0,0,1,1,0
3540,0,2,1,1,0,1,1,1,0
3541,2,0,0,2,1,1,0,2,2
3542,0,4,0,3,2,1,2,2,2
3543,1,4,2,3,2,1,0,2,2
3544,1,0,0,3,1,0,1,0,1
3545,2,2,0,2,2,0,1,0,0
3546,0,3,3,3,2,1,1,1,0
3547,0,0,2,2,0,0,0,0,1
3548,0,3,0,0,0,1,1,0,0
3549,2,1,0,2,1,0,2,1,1
3550,1,3,1,3,2,0,2,0,0
3551,0,3,0,3,1,0,0,1,0
3552,1,3,1,1,1,0,2,2,2
3553,1,0,3,3,2,0,1,0,1
3554,1,0,0,1,2,1,2,0,1
3555,1,1,0,3,1,0,2,2,2
3556,2,2,3,2,2,0,1,0,0
3557,2,3,3,0,2,1,0,2,2
3558,2,4,1,3,0,0,0,2,2
3559,1,0,0,1,1,1,0,1,0
3560,2,2,2,0,2,0,1,2,2
3561,2,0,3,1,0,1,1,2,2
3562,2,0,2,1,2,1,1,1,1
3563,2,3,1,2,1,1,1,1,0
3564,2,2,3,1,1,1,2,2,2
3565,1,0,0,1,0,0,0,2,2
3566,1,2,2,2,1,0,2,2,2
3567,1,2,2,2,1,0,0,2,2
3568,0,0,0,1,1,0,1,1,0
3569,1,2,3,2,1,1,0,2,2
3570,1,0,2,1,0,1,2,2,2
3571,2,2,1,2,0,1,0,0,1
3572,1,2,2,0,2,0,1,2,2
3573,0,4,1,1,0,1,1,2,2
3574,2,1,0,3,2,1,2,0,1
3575,0,4,1,1,2,1,2,0,0
3576,2,4,0,0,0,1,1,0,0
3577,1,1,2,0,1,1,2,1,1
3578,0,3,3,3,1,1,2,0,0
3579,1,2,2,0,0,0,1,0,1
3580,1,0,0,3,2,0,1,1,0
3581,0,2,1,2,0,0,1,2,2
3582,1,2,1,2,2,1,0,0,1
3583,0,0,2,2,1,0,2,2,2
3584,2,0,2,1,0,0,1,0,1
3585,0,1,3,3,1,0,2,1,1
3586,2,0,2,3,0,0,0,2,2
3587,0,0,2,3,1,0,0,2,2
3588,0,4,1,1,1,0,2,2,2
3589,0,3,2,3,2,0,1,0,0
3590,2,3,0,3,2,0,1,2,2
3591,1,2,1,0,2,1,0,2,2
3592,0,1,2,3,0,0,2,0,1
3593,1,1,3,3,0,1,1,1,1
3594,2,4,1,1,2,1,1,0,0
3595,1,4,2,2,0,0,2,1,1
3596,1,1,2,3,1,0,0,2,2
3597,1,0,0,0,0,1,1,1,0
3598,0,1,2,0,2,0,0,1,0
3599,0,1,0,3,0,1,2,1,1
3600,1,4,0,2,2,0,2,2,2
3601,0,3,1,0,0,1,1,2,2
3602,2,3,3,1,2,1,0,2,2
3603,1,3,0,1,0,0,1,1,0
3604,1,0,0,2,1,0,2,0,1
3605,2,4,0,2,2,0,2,1,0
3606,1,3,3,1,1,0,0,2,2
3607,0,1,3,2,2,1,2,2,2
3608,1,0,2,1,2,1,0,2,2
3609,2,3,3,0,1,1,2,1,0
3610,2,2,1,3,0,1,2,0,1
3611,2,3,0,0,1,0,2,0,0
3612,1,2,0,2,2,1,1,2,2
3613,1,1,0,3,0,1,1,2,2
3614,2,2,3,1,1,0,0,0,0
3615,0,1,2,3,0,0,0,2,2
3616,1,1,2,3,1,1,2,0,1
3617,1,3,1,1,2,0,1,0,0
3618,0,2,2,2,0,1,0,0,0
3619,1,0,3,3,0,0,2,0,1
3620,0,1,2,2,2,1,2,2,2
3621,0,3,2,2,2,1,0,0,0
3622,2,4,0,1,1,0,0,0,0
3623,2,0,1,1,1,0,0,0,1
3624,1,0,3,0,1,1,2,1,1
3625,0,0,0,1,2,0,0,0,0
3626,0,2,2,1,2,0,0,2,2
3627,1,1,3,1,0,1,0,2,2
3628,0,3,1,3,2,0,2,2,2
3629,0,0,3,3,2,1,0,1,0
3630,2,3,0,0,2,0,1,2,2
3631,1,3,0,0,2,0,0,0,0
3632,2,4,0,1,1,1,2,2,2
3633,0,2,3,1,0,1,2,2,2
3634,1,2,2,3,0,0,0,1,1
3635,2,2,1,2,0,1,1,2,2
3636,0,4,1,3,2,1,2,1,0
3637,2,3,1,2,1,0,2,0,0
3638,2,3,3,3,0,1,1,1,0
3639,1,2,1,1,2,1,0,1,1
3640,1,3,0,2,2,1,1,0,1
3641,0,0,0,0,0,0,2,1,0
3642,0,4,3,2,1,1,1,2,2
3643,2,0,1,2,1,1,2,2,2
3644,0,3,2,2,0,0,2,0,0
3645,1,2,1,1,1,1,2,1,1
3646,0,1,3,3,1,0,1,0,1
3647,1,0,2,2,1,0,2,0,1
3648,2,1,1,0,0,0,2,1,1
3649,1,3,3,1,2,0,2,0,0
3650,2,1,1,1,0,0,2,2,2
3651,2,1,0,1,2,0,2,2,2
3652,0,3,1,0,1,0,2,0,0
3653,0,0,1,3,2,0,2,2,2
3654,2,4,1,1,1,0,0,0,0
3655,2,3,3,3,2,0,0,2,2
3656,1,1,3,3,1,1,1,2,2
3657,1,1,2,0,0,0,2,0,1
3658,0,0,3,3,2,1,2,2,2
3659,1,3,0,1,2,1,2,2,2
3660,0,0,1,1,1,1,2,1,1
3661,1,2,0,2,0,0,1,1,1
3662,0,3,1,0,2,1,0,2,2
3663,2,1,1,0,0,0,1,2,2
3664,0,3,2,2,0,0,1,1,0
3665,2,3,3,2,2,0,1,1,3
3666,1,4,1,1,2,1,0,2,2
3667,1,0,3,3,1,1,0,0,1
3668,1,0,0,2,0,0,2,2,2
3669,1,2,1,2,0,1,0,1,1
3670,1,4,1,2,0,0,0,2,2
3671,1,4,1,3,2,0,0,2,2
3672,2,2,3,0,0,1,2,1,1
3673,0,4,2,1,2,1,0,0,0
3674,2,2,0,0,2,0,1,2,2
3675,1,4,1,1,0,0,2,0,1
3676,1,1,1,2,2,1,0,2,2
3677,1,4,1,3,1,0,0,1,0
3678,2,0,2,2,0,0,2,1,1
3679,1,0,1,2,2,1,0,2,2
3680,0,0,1,2,0,1,2,0,1
3681,1,2,3,0,1,0,0,1,0
3682,0,1,2,1,2,1,2,1,1
3683,0,3,0,0,0,0,0,1,3
3684,1,3,0,0,0,0,0,2,2
3685,2,0,2,3,2,1,0,2,2
3686,2,0,0,1,1,1,2,2,2
3687,0,4,2,1,1,1,2,0,0
3688,0,1,2,1,1,0,2,1,1
3689,1,0,2,1,1,1,1,1,1
3690,2,4,2,1,1,0,2,1,0
3691,1,3,3,3,1,1,2,1,1
3692,2,2,2,0,1,1,0,2,2
3693,0,3,0,0,0,1,1,2,2
3694,0,2,3,2,1,1,0,0,0
3695,2,4,1,3,0,1,2,2,2
3696,1,1,1,2,0,1,2,0,1
3697,0,1,0,0,2,1,1,2,2
3698,0,0,0,2,1,1,2,1,1
3699,1,3,3,0,2,0,0,2,2
3700,2,4,2,1,2,0,1,0,0
3701,2,4,0,1,0,1,0,2,2
3702,0,0,3,2,1,0,0,0,1
3703,1,4,0,1,1,0,2,1,0
3704,2,2,3,1,1,1,1,1,0
3705,2,0,1,1,2,0,1,2,2
3706,1,2,3,1,0,1,2,2,2
3707,2,1,3,3,2,0,2,2,2
3708,1,2,0,3,2,1,1,1,1
3709,2,3,0,3,1,0,1,2,2
3710,0,4,1,1,1,1,1,0,0
3711,1,4,3,3,1,0,2,1,1
3712,0,3,2,2,1,1,0,1,0
3713,0,0,3,2,0,1,2,2,2
3714,2,2,1,2,0,0,1,0,1
3715,2,2,2,1,0,0,2,2,2
3716,1,3,1,3,1,1,0,2,2
3717,0,3,1,1,2,0,0,0,0
3718,0,0,3,3,1,1,0,0,1
3719,0,2,2,3,1,0,1,1,0
3720,1,0,1,3,0,1,1,2,2
3721,2,1,3,3,2,1,2,1,1
3722,1,2,0,1,0,1,2,2,2
3723,2,1,3,2,0,1,2,2,2
3724,2,0,1,3,2,1,2,2,2
3725,2,0,0,2,1,0,0,2,2
3726,2,3,0,3,2,1,0,0,0
3727,0,1,3,3,0,1,2,2,2
3728,1,2,2,1,0,0,0,0,1
3729,2,4,0,0,1,0,0,2,2
3730,2,0,1,1,1,0,0,1,1
3731,2,3,3,0,1,0,2,1,0
3732,2,1,2,1,1,0,0,0,1
3733,2,4,3,3,1,0,2,0,0
3734,2,0,1,2,2,1,2,1,1
3735,2,1,1,0,1,1,0,1,1
3736,0,2,1,1,2,0,0,1,3
3737,2,1,2,0,2,0,1,0,1
3738,0,4,1,0,2,1,1,1,0
3739,2,1,2,3,2,1,1,1,1
3740,1,2,0,2,0,1,0,2,2
3741,2,0,3,2,0,1,1,0,1
3742,1,1,2,2,2,1,0,1,1
3743,1,2,1,0,1,0,0,1,1
3744,2,3,0,2,2,0,1,1,3
3745,0,4,0,2,0,0,2,2,2
3746,1,3,0,0,1,1,2,0,0
3747,0,2,1,1,0,0,1,1,0
3748,1,0,1,3,2,1,0,2,2
3749,2,3,2,3,1,1,0,2,2
3750,1,4,0,1,1,1,2,1,0
3751,2,4,2,0,2,0,2,2,2
3752,1,3,0,2,2,0,1,0,0
3753,2,1,2,0,1,0,0,0,1
3754,0,4,2,2,0,1,2,2,2
3755,2,4,1,2,2,0,1,0,0
3756,1,3,0,3,1,1,0,0,1
3757,1,4,3,0,0,1,2,0,1
3758,0,1,0,1,2,1,1,2,2
3759,1,4,3,3,0,0,1,2,2
3760,2,1,2,2,0,0,1,1,1
3761,0,0,3,0,2,1,0,0,0
3762,0,0,3,2,0,1,0,1,0
3763,0,2,1,2,1,1,1,2,2
3764,1,4,1,0,2,0,0,0,0
3765,2,4,3,2,0,1,2,1,0
3766,0,2,0,0,1,1,1,0,0
3767,1,2,0,1,1,1,1,1,0
3768,2,4,1,3,1,0,2,1,0
3769,1,1,1,0,2,1,1,0,1
3770,0,4,3,3,2,1,2,1,0
3771,2,2,2,2,0,1,0,0,1
3772,0,4,1,2,1,1,1,0,0
3773,1,1,3,2,2,1,2,2,2
3774,0,1,3,0,2,1,0,0,1
3775,0,0,2,0,1,1,2,1,0
3776,2,1,3,0,0,1,2,0,1
3777,1,0,1,0,0,1,1,1,1
3778,1,0,0,2,1,0,2,1,1
3779,1,1,2,3,0,1,2,0,1
3780,0,4,0,2,1,1,0,2,2
3781,2,4,1,0,0,0,2,0,0
3782,2,2,2,0,0,1,2,0,1
3783,2,3,3,2,1,1,0,2,2
3784,2,0,2,1,0,0,2,0,1
3785,2,1,1,1,1,0,1,2,2
3786,1,4,2,0,0,0,2,1,1
3787,2,3,3,1,1,1,1,2,2
3788,0,3,1,2,0,1,0,1,0
3789,2,2,0,0,0,1,2,0,0
3790,2,2,1,3,1,0,1,2,2
3791,0,0,1,0,1,1,1,2,2
3792,2,0,0,0,0,0,1,1,0
3793,1,3,0,2,2,0,1,1,0
3794,1,1,1,1,1,0,1,0,1
3795,0,3,0,3,2,1,1,0,0
3796,0,1,0,2,1,0,0,1,1
3797,0,0,2,1,2,1,0,2,2
3798,2,2,0,1,0,1,2,0,1
3799,2,0,0,1,2,0,0,1,0
3800,1,3,0,2,0,0,1,1,0
3801,0,1,0,1,2,1,1,0,1
3802,1,4,0,3,1,0,2,1,1
3803,1,4,2,3,0,1,1,1,0
3804,0,1,2,1,2,0,0,1,0
3805,2,4,2,2,1,1,0,0,0
3806,0,4,3,0,1,0,2,1,0
3807,2,0,0,0,1,0,0,1,0
3808,1,3,3,0,2,1,0,2,2
3809,1,2,2,2,0,1,1,2,2
3810,2,3,1,2,2,0,1,2,2
3811,0,1,1,2,1,1,0,1,1
3812,0,3,1,1,1,0,2,0,0
3813,1,3,1,0,1,0,0,0,1
3814,1,2,1,3,2,0,2,0,1
3815,0,0,1,1,2,1,0,1,0
3816,2,3,0,2,0,0,1,1,0
3817,0,3,3,0,2,1,1,0,0
3818,0,3,1,1,1,1,2,2,2
3819,2,1,0,1,0,1,2,0,1
3820,0,3,2,2,0,0,0,1,0
3821,1,3,3,2,0,1,0,0,1
3822,2,2,1,3,0,1,1,1,0
3823,2,0,3,3,2,0,1,0,1
3824,2,2,3,2,2,1,1,2,2
3825,1,3,0,1,1,1,0,0,0
3826,2,3,1,1,1,0,1,2,2
3827,1,4,1,1,0,1,1,0,1
3828,0,2,2,3,0,0,1,0,0
3829,0,0,3,2,2,0,2,0,0
3830,1,2,3,2,1,1,0,1,1
3831,0,2,3,3,2,0,1,2,2
