,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1574,6,4,3,2,0,0,0,2,4,1,1,1,0,8,1,0,0,4,1,1,0,0,0
1575,4,4,1,0,0,2,0,4,6,0,0,3,0,2,1,0,1,1,1,0,1,0,1
1576,0,0,3,0,0,0,0,0,0,3,0,1,1,5,1,0,0,4,0,7,1,0,0
1577,4,4,2,1,0,0,0,0,0,1,1,3,1,3,0,0,0,3,1,0,0,2,0
1578,1,4,1,0,0,0,0,1,2,0,0,1,1,5,1,0,0,1,0,0,2,0,1
1579,3,1,3,2,0,0,0,3,4,1,1,1,0,8,1,0,0,4,1,1,0,0,0
1580,6,4,3,2,0,0,0,2,5,1,1,1,0,6,1,0,0,4,1,1,0,0,0
1581,1,1,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,1,0,4,0,0,1
1582,1,1,3,2,0,0,0,3,4,1,1,1,0,6,1,0,0,4,1,1,2,0,0
1583,1,1,0,0,0,0,0,2,2,0,0,1,1,5,1,0,0,1,0,1,2,1,1
1584,4,4,2,1,0,0,0,2,0,0,1,3,1,3,0,0,0,3,1,4,0,1,0
1585,1,1,0,0,0,0,0,1,0,0,0,1,1,7,1,0,0,1,0,4,0,0,1
1586,1,1,0,0,0,0,0,2,2,0,0,1,1,5,1,0,0,1,0,0,2,0,1
1587,1,4,2,1,0,0,0,2,2,1,1,3,1,3,0,0,0,3,1,4,1,0,0
1588,1,1,3,2,0,0,0,5,2,1,1,1,0,0,1,0,0,4,1,2,2,0,0
1589,1,4,0,0,0,0,0,2,2,0,0,1,1,5,1,0,0,1,0,1,0,1,1
1590,4,5,6,0,0,1,0,4,6,0,0,3,0,2,1,0,1,1,1,0,1,3,1
1591,1,1,1,0,0,0,0,2,1,0,0,1,1,5,1,0,0,1,0,4,2,0,1
1592,3,2,2,0,1,0,0,0,0,1,0,3,0,8,1,1,0,1,1,3,1,3,1
1593,2,2,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,5,0,3,0,3,1
1594,1,1,0,0,0,0,0,2,1,0,0,1,1,2,1,0,0,1,0,4,2,1,1
1595,1,1,3,2,0,0,0,5,2,1,1,1,0,8,1,0,0,4,1,1,0,0,0
1596,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,3,0,3,1
1597,1,4,1,0,0,0,0,0,2,0,0,1,1,7,1,0,0,1,0,0,2,1,1
1598,5,5,2,1,1,0,0,0,3,0,0,3,0,5,1,0,0,1,0,5,1,0,1
1599,6,4,2,1,0,0,0,2,0,1,0,3,1,3,0,0,0,4,1,0,1,2,0
1600,1,1,3,2,0,0,0,3,4,1,1,1,0,0,1,0,0,4,1,1,0,0,0
1601,1,4,1,0,0,0,0,1,1,0,0,1,1,5,1,0,0,1,0,0,2,1,1
1602,3,0,2,0,1,0,0,0,0,0,1,3,0,0,1,1,0,1,1,3,1,0,1
1603,3,4,3,2,0,0,0,5,5,1,1,1,0,0,1,0,0,4,1,2,0,1,0
1604,4,4,2,1,0,0,0,0,2,1,0,3,1,3,0,0,0,3,1,0,0,1,0
1605,5,5,2,1,1,0,0,7,0,0,0,3,0,5,1,0,0,1,0,5,1,1,1
1606,1,1,1,0,0,0,0,2,2,0,0,1,1,5,1,0,0,1,0,0,2,0,1
1607,6,4,2,1,0,0,0,2,2,1,0,3,1,3,0,0,0,3,1,4,0,1,0
1608,4,4,2,1,0,0,0,0,0,1,1,3,1,3,0,0,0,4,1,4,0,0,0
1609,4,4,2,1,0,0,0,2,2,0,0,3,1,3,0,0,0,7,1,0,0,0,0
1610,3,2,2,0,1,0,0,0,0,1,0,3,0,5,1,1,0,1,1,3,1,3,1
1611,4,4,2,1,0,0,0,2,0,0,0,3,1,3,0,0,0,4,1,0,1,2,0
1612,1,1,3,2,0,0,0,5,4,1,1,1,0,8,1,0,0,4,1,1,0,0,0
1613,3,1,0,0,0,0,0,0,0,2,0,4,0,2,1,0,0,5,0,2,0,1,1
1614,3,0,0,1,0,0,0,0,0,3,0,0,1,2,1,1,0,1,1,0,1,0,1
1615,1,1,1,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,0,0,0,1
1616,4,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,7,1,0,1,2,0
1617,6,4,3,2,0,0,0,2,5,1,1,1,0,6,1,0,0,4,1,1,2,1,0
1618,3,0,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,5,0,3,0,0,1
1619,4,4,6,0,0,2,0,4,6,0,0,3,0,2,1,0,1,1,1,0,1,1,1
1620,1,4,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1
1621,3,3,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,3,2,1,1
1622,6,4,2,1,0,0,0,0,2,1,0,3,1,3,0,0,0,4,1,4,0,1,0
1623,2,2,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,2,0,3,1,3,1
1624,1,4,1,0,0,0,0,2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1625,3,0,2,0,1,0,0,0,0,0,0,3,0,0,1,1,0,1,1,1,1,2,1
1626,3,2,2,0,1,0,0,0,0,0,0,3,0,8,1,1,0,1,1,3,2,0,1
1627,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,5,0,3,1,0,1
1628,3,0,0,1,0,0,0,0,0,3,0,0,1,6,1,1,0,1,1,3,1,1,1
1629,4,4,2,1,0,0,0,2,0,1,0,3,1,3,0,0,0,7,1,4,0,2,0
1630,4,4,2,1,0,0,0,2,2,0,0,3,1,3,0,0,0,3,1,4,1,2,0
1631,1,1,1,0,0,0,0,0,2,0,0,1,1,2,1,0,0,1,0,4,0,1,1
1632,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0
1633,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1634,3,0,2,0,1,0,0,0,0,0,0,3,0,0,1,1,0,1,1,3,2,0,1
1635,3,1,3,2,0,0,0,2,2,1,1,1,0,0,1,0,0,4,1,1,2,0,0
1636,4,4,2,1,0,0,0,2,0,0,1,3,1,3,0,0,0,4,1,4,0,0,0
1637,1,1,3,2,0,0,0,2,4,1,1,1,0,0,1,0,0,4,1,1,2,1,0
1638,3,3,0,1,0,0,0,0,0,3,0,0,1,1,1,1,0,1,1,1,2,0,1
1639,1,1,3,2,0,0,0,5,2,1,1,1,0,6,1,0,0,4,1,2,0,1,0
1640,3,2,2,0,1,0,0,0,0,1,0,3,0,5,1,1,0,1,1,3,2,2,1
1641,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,2,1,3,1
1642,1,4,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
1643,3,1,3,2,0,0,0,5,2,1,1,1,0,0,1,0,0,4,1,1,2,0,0
1644,5,5,2,1,1,0,0,7,3,0,0,3,0,4,1,0,0,1,0,7,0,2,1
1645,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,1
1646,3,3,0,1,0,0,0,0,0,3,0,0,1,1,1,1,0,1,1,0,2,1,1
1647,2,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,2,0,2,0,3,1
1648,1,1,1,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,0,2,0,1
1649,3,3,1,1,0,0,0,0,0,3,0,0,1,6,1,1,0,1,1,0,2,0,1
1650,1,4,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,2,1,1
1651,1,4,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,1,0,1,0,1,1
1652,6,1,3,2,0,0,0,3,5,1,1,1,0,0,1,0,0,4,1,1,0,1,0
1653,2,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,2,0,2,1,3,1
1654,1,1,1,0,0,0,0,0,2,0,0,1,1,7,1,0,0,1,0,0,2,0,1
1655,6,4,2,1,0,0,0,0,2,1,1,3,1,3,0,0,0,7,1,4,0,2,0
1656,1,4,0,0,0,0,0,2,2,0,0,1,1,2,1,0,0,1,0,4,0,1,1
1657,1,4,3,4,0,0,0,0,0,3,0,3,0,5,0,0,0,1,1,3,0,1,1
1658,4,4,2,1,0,0,0,0,2,0,1,3,1,3,0,0,0,7,1,4,1,1,0
1659,6,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,7,1,4,0,2,0
1660,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,6,1,5,1,0,0
1661,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,2,1,1
1662,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,4,1
1663,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,2,0,1
1664,3,2,2,0,1,0,0,0,0,0,1,3,0,0,1,1,0,1,1,3,2,3,1
1665,4,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,7,1,4,0,0,0
1666,1,4,2,1,0,0,0,2,2,1,1,3,1,3,0,0,0,7,1,4,1,2,0
1667,6,4,2,1,0,0,0,0,0,0,0,3,1,3,0,0,0,4,1,0,0,2,0
1668,1,4,3,2,0,0,0,2,4,1,1,1,0,8,1,0,0,4,1,1,2,0,0
1669,1,4,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,1,0,0,0,1,1
1670,3,3,1,1,0,0,0,0,0,3,2,0,1,1,1,1,0,1,1,1,2,1,1
1671,1,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,4,2,1,1
1672,3,1,1,0,0,0,0,0,0,2,0,4,0,0,1,0,0,5,0,0,0,1,1
1673,1,4,2,1,0,0,0,0,2,1,1,3,1,3,0,0,0,3,1,4,1,0,0
1674,1,4,3,4,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,3,0,1,1
1675,6,4,2,1,0,0,0,0,0,1,0,3,1,3,0,0,0,4,1,4,0,2,0
1676,3,0,1,1,0,0,0,0,0,3,0,0,1,0,1,1,0,1,1,1,1,0,1
1677,4,5,5,0,0,2,0,4,6,0,0,3,0,9,1,0,1,1,1,0,1,3,1
1678,2,4,8,0,1,0,0,0,0,0,0,1,0,5,1,0,0,1,0,7,1,3,0
1679,3,1,3,2,0,0,0,3,2,1,1,1,0,6,1,0,0,4,1,1,0,1,0
1680,4,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,7,1,0,0,2,0
1681,2,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,5,0,3,0,3,1
1682,1,4,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,5,0,3,2,1,1
1683,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,2,1,1
1684,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,1,1,1,0,0,0,0,1,0,0,0,1,1,5,1,0,0,1,0,4,2,1,1
1686,1,4,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,4,0,0,1
1687,3,3,0,1,0,0,0,0,0,3,2,0,1,0,1,1,0,1,1,3,1,1,1
1688,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
1689,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
1690,6,4,2,1,0,0,0,0,2,1,0,3,1,3,0,0,0,4,1,0,1,1,0
1691,1,4,2,1,0,0,0,0,0,0,1,3,1,3,0,0,0,3,1,4,1,0,0
1692,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,3,2,0,1
1693,1,4,2,1,0,0,0,2,2,0,1,3,1,3,0,0,0,4,1,4,1,1,0
1694,3,1,3,2,0,0,0,5,4,1,1,1,0,6,1,0,0,4,1,1,2,0,0
1695,1,4,1,0,0,0,0,2,2,0,0,1,1,5,1,0,0,1,0,0,0,0,1
1696,1,4,0,0,0,0,0,0,2,0,0,1,1,7,1,0,0,1,0,4,2,1,1
1697,3,2,1,0,0,0,0,0,0,0,0,2,0,8,1,0,0,2,0,3,0,3,1
1698,6,4,2,1,0,0,0,2,2,0,1,3,1,3,0,0,0,4,1,0,0,2,0
1699,6,4,3,2,0,0,0,3,4,1,1,1,0,8,1,0,0,4,1,2,2,1,0
1700,5,5,2,1,1,0,0,7,0,0,0,3,0,5,1,0,0,1,0,0,1,2,1
1701,1,5,2,3,2,0,0,6,7,2,1,2,0,10,1,0,0,8,1,4,0,2,0
1702,3,0,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,1,2,0,1
1703,0,0,3,0,0,0,0,0,0,3,0,1,1,6,1,0,0,4,0,3,1,1,0
1704,1,1,1,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,4,0,1,1
1705,2,2,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,3,1,0,1
1706,4,4,2,1,0,0,0,5,0,0,2,1,0,5,0,1,0,1,1,6,2,1,1
1707,0,0,3,0,0,0,0,0,0,3,2,1,1,0,1,0,0,4,0,3,1,0,0
1708,3,4,3,2,0,0,0,5,2,1,1,1,0,6,1,0,0,4,1,2,2,1,0
1709,1,1,0,0,0,0,0,2,0,0,0,1,1,5,1,0,0,1,0,4,0,1,1
1710,1,4,1,0,0,0,0,0,2,0,0,1,1,2,1,0,0,1,0,0,2,0,1
1711,2,4,8,0,1,0,0,0,0,0,0,1,0,5,1,0,0,1,0,7,0,3,0
1712,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,5,2,0,0
1713,3,2,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,2,0,2,1,0,1
1714,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,6,1,5,1,0,0
1715,6,4,2,1,0,0,0,0,0,0,0,3,1,3,0,0,0,4,1,0,0,1,0
1716,3,4,3,2,0,0,0,2,4,1,1,1,0,0,1,0,0,4,1,1,2,1,0
1717,1,4,2,1,0,0,0,2,0,0,0,3,1,3,0,0,0,4,1,0,0,1,0
1718,6,4,3,2,0,0,0,3,4,1,1,1,0,6,1,0,0,4,1,1,2,1,0
1719,0,0,3,0,0,0,0,0,0,3,0,1,1,5,1,0,0,4,0,3,1,1,0
1720,6,4,2,0,1,0,0,0,0,0,0,1,0,5,1,0,0,1,0,5,0,1,1
1721,6,4,2,1,0,0,0,2,0,0,1,3,1,3,0,0,0,3,1,4,1,0,0
1722,3,3,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,1
1723,3,0,0,1,0,0,0,0,0,3,2,0,1,0,1,1,0,1,1,0,2,0,1
1724,1,4,2,1,0,0,0,0,0,1,0,3,1,3,0,0,0,4,1,0,0,0,0
1725,4,4,2,1,0,0,0,0,2,0,0,3,1,3,0,0,0,3,1,4,1,1,0
1726,3,3,1,1,0,0,0,0,0,3,2,0,1,2,1,1,0,1,1,3,1,1,1
1727,3,0,1,0,0,0,0,0,0,0,0,2,0,5,1,0,0,5,0,3,1,3,1
1728,1,4,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,5,0,2,1,0,1
1729,1,4,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,2,0,3,1,0,1
1730,1,1,1,0,0,0,0,2,1,0,0,1,1,7,1,0,0,1,0,1,0,1,1
1731,3,3,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,2,0,1
1732,1,1,3,2,0,0,0,2,4,1,1,1,0,0,1,0,0,4,1,2,0,0,0
1733,1,1,0,0,0,0,0,0,1,0,0,1,1,5,1,0,0,1,0,0,0,0,1
1734,1,4,1,0,0,0,0,1,0,0,0,1,1,5,1,0,0,1,0,0,2,1,1
1735,1,4,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,5,0,3,2,0,1
1736,1,1,3,2,0,0,0,3,2,1,1,1,0,6,1,0,0,4,1,1,0,0,0
1737,6,1,3,2,0,0,0,5,5,1,1,1,0,6,1,0,0,4,1,2,2,0,0
1738,4,5,4,0,0,1,0,4,6,0,0,3,0,2,1,0,1,1,1,0,1,0,1
1739,1,4,2,1,0,0,0,0,2,1,1,3,1,3,0,0,0,3,1,0,0,1,0
1740,4,5,2,1,0,3,0,8,8,2,3,2,0,5,0,1,0,1,1,2,0,3,0
1741,3,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5,0,2,0,3,1
1742,3,3,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,1,2,1,1
1743,1,4,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,2,1,1
1744,3,4,3,2,0,0,0,3,5,1,1,1,0,0,1,0,0,4,1,2,0,0,0
1745,6,4,2,1,0,0,0,0,0,0,1,3,1,3,0,0,0,3,1,4,0,1,0
1746,3,2,2,0,1,0,0,0,0,0,0,3,0,5,1,1,0,1,1,3,1,0,1
1747,3,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,0,2,0,2,0,1,1
1748,3,0,3,0,0,0,0,0,0,3,2,1,1,6,1,0,0,4,0,1,1,1,0
1749,1,1,0,0,0,0,0,1,0,0,0,1,1,5,1,0,0,1,0,0,2,0,1
1750,6,4,2,1,0,0,0,2,0,0,0,3,1,3,0,0,0,3,1,4,0,2,0
1751,6,4,2,1,0,0,0,0,0,1,1,3,1,3,0,0,0,4,1,4,0,2,0
1752,3,3,1,1,0,0,0,0,0,3,2,0,1,2,1,1,0,1,1,1,2,0,1
1753,6,1,2,0,1,0,0,5,4,2,3,1,0,5,1,0,0,1,1,0,1,2,1
1754,1,4,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,6,1,5,2,0,0
1755,6,4,2,1,0,0,0,2,0,0,0,3,1,3,0,0,0,4,1,4,0,1,0
1756,1,4,2,1,0,0,0,0,0,0,0,3,1,3,0,0,0,7,1,0,1,2,0
1757,3,0,0,1,0,0,0,0,0,3,2,0,1,0,1,1,0,1,1,0,2,1,1
1758,6,4,2,1,0,0,0,0,2,1,1,3,1,3,0,0,0,7,1,0,0,1,0
1759,6,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,4,1,4,1,0,0
1760,4,4,2,1,0,0,0,0,0,0,1,3,1,3,0,0,0,3,1,4,1,1,0
1761,1,1,3,2,0,0,0,5,5,1,1,1,0,0,1,0,0,4,1,2,0,1,0
1762,6,4,2,1,0,0,0,2,2,0,0,3,1,3,0,0,0,3,1,0,1,2,0
1763,1,4,2,1,0,0,0,5,0,2,1,3,0,5,0,0,0,1,1,2,0,2,0
1764,6,1,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,2,0,2,0,1,1
1765,6,4,2,1,0,0,0,0,0,0,0,3,1,3,0,0,0,7,1,4,1,1,0
1766,1,4,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,4,2,1,1
1767,1,1,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,1,0,0,2,1,1
1768,4,4,2,1,0,0,0,0,2,0,0,3,1,3,0,0,0,7,1,0,1,0,0
1769,3,0,2,0,1,0,0,0,0,1,1,3,0,5,1,1,0,1,1,3,1,3,1
1770,3,2,2,0,1,0,0,0,0,1,1,3,0,0,1,1,0,1,1,1,1,3,1
1771,6,4,3,2,0,0,0,2,2,1,1,1,0,6,1,0,0,4,1,1,2,1,0
1772,6,1,3,2,0,0,0,3,4,1,1,1,0,8,1,0,0,4,1,1,2,1,0
1773,1,1,3,2,0,0,0,2,5,1,1,1,0,8,1,0,0,4,1,2,2,0,0
1774,1,1,1,0,0,0,0,2,0,0,0,1,1,5,1,0,0,1,0,4,0,0,1
1775,1,4,0,0,0,0,0,2,1,0,0,1,1,2,1,0,0,1,0,1,2,1,1
1776,3,1,3,2,0,0,0,5,5,1,1,1,0,6,1,0,0,4,1,2,2,1,0
1777,6,4,2,1,0,0,0,0,0,0,1,3,1,3,0,0,0,7,1,4,1,0,0
1778,3,1,3,2,0,0,0,3,5,1,1,1,0,6,1,0,0,4,1,1,0,1,0
1779,4,4,2,1,0,0,0,5,0,0,2,1,0,5,0,1,0,1,1,0,0,0,1
1780,3,0,2,0,1,0,0,0,0,1,1,3,0,0,1,1,0,1,1,3,1,3,1
1781,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5,0,3,1,3,1
1782,1,4,0,0,0,0,0,0,1,0,0,1,1,7,1,0,0,1,0,1,2,0,1
1783,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,3,2,0,0
1784,3,0,2,0,1,0,0,0,0,0,0,3,0,8,1,1,0,1,1,3,2,0,1
1785,6,4,3,2,0,0,0,5,4,1,1,1,0,0,1,0,0,4,1,1,2,1,0
1786,1,4,3,2,0,0,0,5,4,1,1,1,0,6,1,0,0,4,1,1,2,0,0
1787,2,4,8,0,1,0,0,0,0,0,0,1,0,5,1,0,0,1,0,5,0,1,0
1788,4,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,4,1,4,1,2,0
1789,6,4,3,2,0,0,0,3,2,1,1,1,0,0,1,0,0,4,1,1,0,1,0
1790,2,4,8,0,1,0,0,0,0,0,0,1,0,5,1,0,0,1,0,5,1,1,0
1791,1,1,1,0,0,0,0,0,1,0,0,1,1,2,1,0,0,1,0,1,0,1,1
1792,1,4,3,2,0,0,0,5,5,1,1,1,0,6,1,0,0,4,1,1,2,0,0
1793,6,4,2,1,0,0,0,2,2,0,1,3,1,3,0,0,0,3,1,4,1,0,0
1794,4,4,2,1,0,0,0,0,0,0,1,3,1,3,0,0,0,4,1,0,1,2,0
1795,4,4,2,1,0,0,0,0,2,1,1,3,1,3,0,0,0,4,1,0,0,1,0
1796,1,4,3,2,0,0,0,3,5,1,1,1,0,8,1,0,0,4,1,2,2,0,0
1797,1,1,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,1,0,1,0,1,1
1798,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,2,0,1
1799,1,1,1,0,0,0,0,1,1,0,0,1,1,7,1,0,0,1,0,4,0,1,1
1800,1,1,0,0,0,0,0,2,2,0,0,1,1,5,1,0,0,1,0,4,0,1,1
1801,4,4,2,1,0,0,0,2,2,1,1,3,1,3,0,0,0,4,1,0,0,1,0
1802,3,1,3,2,0,0,0,2,5,1,1,1,0,8,1,0,0,4,1,2,0,1,0
1803,6,4,2,1,0,0,0,2,2,1,0,3,1,3,0,0,0,4,1,0,1,1,0
1804,6,4,2,1,0,0,0,0,0,0,1,3,1,3,0,0,0,3,1,4,1,2,0
1805,1,4,0,0,0,0,0,1,2,0,0,1,1,2,1,0,0,1,0,4,2,1,1
1806,3,1,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,2,0,0,0,1,1
1807,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,1,0,0,2,1,1
1808,4,4,2,1,0,0,0,0,2,1,0,3,1,3,0,0,0,7,1,4,0,2,0
1809,3,0,1,0,0,0,0,0,0,2,0,4,0,2,1,0,0,2,0,0,0,0,1
1810,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,1
1811,3,2,2,0,1,0,0,0,0,0,0,3,0,8,1,1,0,1,1,3,2,2,1
1812,1,4,0,0,0,0,0,1,2,0,0,1,1,5,1,0,0,1,0,4,2,1,1
1813,3,0,1,1,0,0,0,0,0,3,2,0,1,2,1,1,0,1,1,1,2,0,1
1814,2,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,5,0,3,0,0,1
1815,3,1,3,2,0,0,0,3,2,1,1,1,0,8,1,0,0,4,1,1,2,0,0
1816,3,0,0,0,0,0,0,0,0,2,0,4,0,5,1,0,0,5,0,2,0,0,1
1817,1,4,2,1,0,0,0,8,0,2,1,3,0,5,0,0,0,1,1,0,0,1,0
1818,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,2,1,1
1819,1,4,2,1,0,0,0,2,2,1,0,3,1,3,0,0,0,7,1,0,0,1,0
1820,2,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,5,0,3,0,0,1
1821,6,4,3,2,0,0,0,3,4,1,1,1,0,0,1,0,0,4,1,1,2,1,0
1822,1,4,0,0,0,0,0,1,2,0,0,1,1,2,1,0,0,1,0,0,0,0,1
1823,6,4,3,2,0,0,0,3,2,1,1,1,0,8,1,0,0,4,1,1,2,0,0
1824,3,0,2,0,1,0,0,0,0,0,1,3,0,5,1,1,0,1,1,1,2,3,1
1825,1,4,2,1,0,0,0,0,2,1,1,3,1,3,0,0,0,4,1,4,1,1,0
1826,6,1,3,2,0,0,0,3,2,1,1,1,0,0,1,0,0,4,1,2,2,1,0
1827,6,4,3,2,0,0,0,5,4,1,1,1,0,8,1,0,0,4,1,2,0,1,0
1828,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,0,1,1
1829,1,4,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,4,2,1,1
1830,1,4,3,2,0,0,0,2,5,1,1,1,0,8,1,0,0,4,1,2,2,0,0
1831,4,4,2,1,0,0,0,2,2,1,0,3,1,3,0,0,0,4,1,4,0,0,0
1832,1,4,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,4,2,0,1
1833,4,4,2,1,0,0,0,0,2,0,0,3,1,3,0,0,0,4,1,4,0,2,0
1834,3,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,2,0,3,1
1835,3,0,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,1,1,1,2,1,1
1836,4,4,2,1,0,0,0,0,2,0,1,3,1,3,0,0,0,3,1,0,0,0,0
1837,3,3,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,1,1,0,2,1,1
1838,6,4,2,1,0,0,0,2,0,0,0,3,1,3,0,0,0,4,1,0,1,1,0
1839,1,5,2,3,2,0,0,6,7,2,1,2,0,5,1,0,0,8,1,4,0,1,0
1840,1,4,2,1,0,0,0,2,2,0,1,3,1,3,0,0,0,7,1,4,0,0,0
1841,3,0,2,0,1,0,0,0,0,1,1,3,0,5,1,1,0,1,1,3,1,2,1
1842,1,4,2,1,0,0,0,5,0,2,1,3,0,5,0,0,0,1,1,2,2,2,0
1843,1,4,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,6,1,1,1,0,0
1844,3,1,3,2,0,0,0,2,4,1,1,1,0,8,1,0,0,4,1,2,0,0,0
1845,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1846,1,4,3,2,0,0,0,2,5,1,1,1,0,6,1,0,0,4,1,1,2,1,0
1847,4,4,2,1,0,0,0,2,0,0,1,3,1,3,0,0,0,7,1,0,0,1,0
1848,3,1,3,2,0,0,0,5,4,1,1,1,0,0,1,0,0,4,1,1,0,0,0
1849,6,1,1,0,0,0,0,0,0,2,0,4,0,5,1,0,0,5,0,2,0,0,1
1850,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,0,0,1
1851,4,4,2,1,0,0,0,0,2,0,0,3,1,3,0,0,0,4,1,4,1,2,0
1852,1,4,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,3,1,1,1
1853,4,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,3,1,4,0,2,0
1854,3,0,1,1,0,0,0,0,0,3,2,0,1,6,1,1,0,1,1,3,2,1,1
1855,1,4,1,0,0,0,0,2,1,0,0,1,1,5,1,0,0,1,0,0,2,0,1
1856,6,4,2,1,0,0,0,0,0,0,1,3,1,3,0,0,0,7,1,4,0,1,0
1857,1,4,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,1,0,0,2,1,1
